epoch,step,w0,w1,loss
1,1,10.050000000001623,4.971666666667147,260.21289830564046
2,1,9.194150000003333,4.917203888884387,218.207154577693
3,1,8.422251116672006,4.841622330184994,183.81153492800053
4,1,7.725274674912972,4.749207462061898,155.51536021593634
5,1,7.09522343128513,4.643615344652402,132.1276325675878
6,1,6.525009548498948,4.527956230420973,112.70667558263033
7,1,6.008347280561386,4.4048675122696075,96.50560843750378
8,1,5.53965857787452,4.276577348826577,82.93004760205909
9,1,5.11399004055312,4.144960134646708,71.50525643487424
10,1,4.726939840539577,4.011584837931583,61.850599411190956
11,1,4.374593401624041,3.877757101708969,53.659647939053635
12,1,4.053466774513894,3.744555892914812,46.684662322997426
13,1,3.7604567738500907,3.612865386443596,40.72446535937073
14,1,3.4927970580572643,3.4834026856592706,35.614947242298136
15,1,3.248019432821594,3.3567419060340353,31.22161427261011
16,1,3.023919746719922,3.233335082880183,27.433727109690082
17,1,2.818527824534021,3.1135303066806697,24.159677081783848
18,1,2.6300809512804317,2.9975874390909487,21.32332837014559
19,1,2.4570004793249094,2.885691718558712,18.861115098509732
20,1,2.297871182948617,2.777965525818247,16.719729636339896
21,1,2.1514230304282105,2.6744785456457256,14.85427495847643
22,1,2.016515083754731,2.5752565315727507,13.226782153105693
23,1,1.892121271326421,2.4802888542771595,11.805016030074267
24,1,1.7773178098221822,2.38953499160902,10.561508710607898
25,1,1.6712720785881099,2.3029300982719403,9.472774202490248
26,1,1.573232773677445,2.220389775740715,8.518667147988312
27,1,1.4825211895816521,2.141814147713893,7.681856843070818
28,1,1.3985234950548988,2.0670913330425353,6.947393781117086
29,1,1.320683885540584,1.9961003963627715,6.3023507691809035
30,1,1.248498508877455,1.9287138464334075,5.735524407039394
31,1,1.181510073382473,1.864799743214809,5.237185644888619
32,1,1.119303058340691,1.8042234669006363,4.798870427885243
33,1,1.0614994565136355,1.7468491952535066,4.413203235656561
34,1,1.0077549867198168,1.692541129612807,4.073747742029414
35,1,0.9577557219363396,1.6411645047034502,3.7748799388008774
36,1,0.9112150848837784,1.5925864128013134,3.511679953109407
37,1,0.8678711687794645,1.5466764688101213,3.279839491520656
38,1,0.827484345965903,1.503307339316394,3.0755824047596585
39,1,0.7898351315487979,1.4623551556392635,2.895596315753135
40,1,0.7547222730631227,1.4236998282305722,2.7369736140719207
41,1,0.7219610406036528,1.387225277460449,2.5971604105975468
42,1,0.6913816948671458,1.3528195937977703,2.4739122817647754
43,1,0.6628281131943196,1.3203751386293654,2.3652558243764017
44,1,0.6361565560337274,1.2897885954264947,2.26945519867767
45,1,0.611234558293104,1.260960979623466,2.184982966035597
46,1,0.5879399318525309,1.2337976144104057,2.1104946337627997
47,1,0.5661598670996159,1.208208078627051,2.044806407643641
48,1,0.5457901227484225,1.1841061320615414,1.986875726034833
49,1,0.5267342944354402,1.1614096226948556,1.9357842107498517
50,1,0.5089031536727372,1.1400403797624103,1.890722721470796
51,1,0.4922140496983384,1.1199240959325103,1.8509782439317624
52,1,0.47659036760649076,1.1009902013970474,1.8159223789560663
53,1,0.46196103688777235,1.0831717322416634,1.785001230774088
54,1,0.44826008516623206,1.0664051950840658,1.7577265197876377
55,1,0.4354262325021362,1.0506304296503626,1.7336677678544803
56,1,0.42340252214143087,1.0357904706779724,1.7124454238349816
57,1,0.41213598404764784,1.0218314102955248,1.6937248140906025
58,1,0.40157732795171713,1.0087022618222534,1.6772108172552078
59,1,0.3916806630111793,0.9963548257550289,1.6626431752709032
60,1,0.3824032414827078,0.984743558557187,1.649792363665779
61,1,0.373705224091146,0.9738254447357083,1.6384559536042762
62,1,0.36554946502410485,0.9635598725822078,1.62845540655537
63,1,0.3579013146991774,0.9539085138602118,1.619633249675126
